test	address	name	text	postcode
school-eng:117630	9C3H9WD	Kingshott School	Stevenage Road, St Ippolyts, Hitchin, Hertfordshire	SG4 7JX
school-eng:117631	2X6MYKBT	Rudolf Steiner School	Langley Hill, Kings Langley, Hertfordshire	WD4 9HG
school-eng:117632	2X6MX9XX	The Barn School	Tower Hill, Much Hadham, Hertfordshire	SG10 6DL
school-eng:117633	9B09SPZ	St Edmund's College	Old Hall Green, Ware, Hertfordshire	SG11 1DS
school-eng:117634	9AD5D5B	Hart House School	Edge Grove, High Cross, Aldenham, Watford, Hertfordshire	WD25 8BL
school-eng:117635	2X6MYJ52	Charlotte House Preparatory School	88 The Drive, Rickmansworth, Hertfordshire	WD3 4DU
school-eng:117636	2X6MYJ7Z	York House School	Redheath, Sarratt Road, Croxley Green, Rickmansworth, Hertfordshire	WD3 4LW
school-eng:117637	5T8JAQSS	Homewood Independent School	Hazel Road, Park Street, St Albans, Hertfordshire	AL2 2AH
school-eng:117638	2X6MTCZY	St Columba's College	King Harry Lane, St Albans, Hertfordshire	AL3 4AW
school-eng:117639	2X6MZ9W3	Francis House Preparatory School	Aylesbury Road, Tring, Hertfordshire	HP23 4DL
school-eng:117640	2X6N040E	Stanborough Secondary School	Stanborough Park, Watford, Hertfordshire	WD25 9JT
school-eng:117641	5T8FR936	Royal Masonic School for Girls	Rickmansworth Park, Chorleywood Road, Rickmansworth, Hertfordshire	WD3 4HF
school-eng:117642	9C3H2ZP	St Francis College	Broadway, Letchworth Garden City, Hertfordshire	SG6 3PJ
school-eng:117643	9B1AJKE	Lochinver House School	Heath Road, Little Heath, Potters Bar, Hertfordshire	EN6 1LW
school-eng:117644	9B1AJMG	Stormont School	The Causeway, Potters Bar, Hertfordshire	EN6 5HA
school-eng:117645	5T8JAQ7V	St Columba's Preparatory School	8 King Harry Lane, St Albans, Hertfordshire	AL3 4AW
school-eng:117646	2X6MYN7R	Radlett Lodge School	Harper Lane, Radlett, Hertfordshire	WD7 9HW
school-eng:117647	5T8JAGTK	St Albans School	Abbey Gateway, St Albans, Hertfordshire	AL3 4HB
school-eng:117648	9B1AHHC	Haberdashers' Aske's Boys' School	Butterfly Lane, Elstree, Borehamwood, Hertfordshire	WD6 3AF
school-eng:117649	9B1AGR6	Haberdashers' Aske's School for Girls	Aldenham Road, Elstree, Borehamwood, Hertfordshire	WD6 3BT
school-eng:117650	5T8JAREK	The King's School	Elmfield, Ambrose Lane, Harpenden, Hertfordshire	AL5 4DU
school-eng:117651	5T8FR93A	Merchant Taylors' Prep School	Moor Farm, Sandy Lodge Road, Rickmansworth, Hertfordshire	WD3 1LW
school-eng:117652	9B1AH7W	Radlett Nursery and Infant School	Cobden Hill, Radlett, Hertfordshire	WD7 7JL
school-eng:117653	2X6MVB6A	Berkhamsted Pre-Prep School	Chesham Road, Berkhamsted, Hertfordshire	HP4 2SZ
school-eng:117654	9B1AK1Z	Bhaktivedanta Manor School	Dharam Marg, Hilfield Lane, Aldenham, Watford, Hertfordshire	WD25 8EZ
school-eng:117656	2X6MVAY2	Haresfoot Senior School	Amersfort, The Common, Berkhamsted, Hertfordshire	HP4 2QF
school-eng:117657	9AD52PD	Immanuel College	87-91 Elstree Road, Bushey, Hertfordshire	WD23 4EB
school-eng:117658	9B1AHEB	Manor Lodge School	Rectory Lane, Ridge Hill, Shenley, Hertfordshire	WD7 9BG
school-eng:117659	2X6ME1FT	Warrax House School	71 Cappell Lane, Stanstead Abbotts, Ware, Hertfordshire	SG12 8BX
school-eng:117660	5T8FRBHC	High Elms Manor School	High Elms Lane, High Elms Manor, Watford, Hertfordshire	WD25 0JX
school-eng:117661	5T8FNG55	South Lodge School	High Street, Baldock, Hertfordshire	SG7 6BX
school-eng:117662	9B1AJXV	Longwood School	Bushey Hall Drive, Bushey, Hertfordshire	WD23 2QG
school-eng:117663	9B09QVD	Epping House School	Epping Green, Hertford, Hertfordshire	SG13 8NF
school-eng:117664	2X6MZT45	Pinewood School	Hoe Lane, Ware, Hertfordshire	SG12 9PB
school-eng:117665	9B09NGR	St Elizabeth's School	South End, Much Hadham, Hertfordshire	SG10 6EW
school-eng:117666	5T8JHA3Z	Knightsfield School	Knightsfield, Welwyn Garden City, Hertfordshire	AL8 7LW
school-eng:117667	5T8FR09X	Garston Manor School	Horseshoe Lane, Garston, Watford, Hertfordshire	WD25 7HR
school-eng:117668	9A2N551	Boxmoor House School	Box Lane, Hemel Hempstead, Hertfordshire	HP3 0DF
school-eng:117669	5T8FDH0D	The Valley School	Valley Way, Stevenage, Hertfordshire	SG2 9AB
school-eng:117670	2X6MYD37	Colnbrook School	Hayling Road, Watford, Hertfordshire	WD19 7UY
school-eng:117671	2X6MTDT8	St Luke's School	Crouch Hall Lane, Redbourn, St Albans, Hertfordshire	AL3 7ET
school-eng:117672	2X6MTS3N	The Collett School	Lockers Park Lane, Hemel Hempstead, Hertfordshire	HP1 1TQ
school-eng:117673	4D5CKW	Hailey Hall School	Hailey Lane, Hertford, Hertfordshire	SG13 7PB
school-eng:117674	2X6MTDG1	Batchwood School	Townsend Drive, St Albans, Hertfordshire	AL3 5RP
school-eng:117676	2X6MXBAD	Middleton School	Walnut Tree Walk, Ware, Hertfordshire	SG12 9PD
school-eng:117677	9AE059D	Great Brookmead School	Allerton Road, Borehamwood, Hertfordshire	WD6 4AH
school-eng:117678	5T8FDGKZ	Hilltop School	Webb Rise, Stevenage, Hertfordshire	SG1 5QU
school-eng:117679	9C3QRXM	Lonsdale School	Brittain Way, Stevenage, Hertfordshire	SG2 8UT
school-eng:117680	2X6MTHMB	Lakeside School	Lemsford Lane, Welwyn Garden City, Hertfordshire	AL8 6YN
school-eng:117681	2X6MYKRW	Breakspeare School	Gallows Hill Lane, Abbots Langley, Hertfordshire	WD5 0BU
school-eng:117682	2X6MV9YK	Woodfield School	Malmes Croft, Leverstock Green, Hemel Hempstead, Hertfordshire	HP3 8RL
school-eng:117683	2X6MT9W3	Watling View School	Watling View, St Albans, Hertfordshire	AL1 2NU
school-eng:117684	9B1N31S	Amwell View School	Station Road, Stanstead Abbotts, Ware, Hertfordshire	SG12 8EH
school-eng:117685	2X6MTDHE	Heathlands School	Heathlands Drive, St Albans, Hertfordshire	AL3 5AY
school-eng:117686	9B1AJXG	Falconer School	Falconer Road, Bushey, Hertfordshire	WD23 3AT
school-eng:117687	5T8FDH08	High Wick School	Webb Rise, Stevenage, Hertfordshire	SG1 5QU
school-eng:117688	9AQQR2W	The Edward Jenner Hospital School	Forest House,  Harperbury Hospital, Harper Lane, Shenley, Radlett, Hertfordshire	WD7 9HQ
school-eng:117689	2X6MXKK6	Woolgrove School	Pryor Way, Letchworth Garden City, Hertfordshire	SG6 2PT
school-eng:117690	9C3QNZ4	Greenside School	Shephall Green, Stevenage, Hertfordshire	SG2 9XS
school-eng:117691	9AE04RC	Meadow Wood School	Coldharbour Lane, Bushey, Hertfordshire	WD23 4NN
school-eng:127416	9A95YCZ	Holy Rood Catholic Primary School	Greenbank Road, Watford, Hertfordshire	WD17 4FS
school-eng:127633	9C3H328	The Chrysalis School for Autism	Units 8 & 9, The Glover Centre, Bury Mead Road, Hitchin, Hertfordshire	SG5 1RT
school-eng:129109	9B09WJ3	Highfield Nursery School	, 	
school-eng:129110	4D4WFP	Burleigh Junior School	Blindmans Lane, Cheshunt, Waltham Cross, Hertfordshire	EN8 9DP
school-eng:129111	2X6MVAE9	Belswains Junior School	Barnfield, Hemel Hempstead, Hertfordshire	HP3 9QJ
school-eng:129112	9B09KZQ	Morgans Walk Junior Mixed School	Morgans Road, Hertford, 	SG13 8DR
school-eng:129113	5T8JAMHS	Mount Pleasant Lane Junior School	Mount Pleasant Lane, Bricket Wood, St Albans, Hertfordshire	AL2 3XA
school-eng:129114	2X6MYGZE	Leavesden Green Junior Mixed School	High Road, Leavesden, Watford, 	WD2 7AU
school-eng:129115	2X6MVA3W	Hobbs Hill Wood Junior School	Peascroft Road, Hemel Hempstead, Hertfordshire	HP3 8ER
school-eng:129116	5T8GM4PH	Belswains Infants' School	Oliver Road, Belswains Junior School, Hemel Hempstead, Hertfordshire	HP3 9PZ
school-eng:129117	2X6MVA3W	Hobbs Hill Wood Infants' School	Peascroft Road, Hemel Hempstead, Hertfordshire	HP3 8ER
school-eng:129118	9APR87M	Bengeo Junior School	Sacombe Road, Bengeo, Hertford, 	SG14 3HL
school-eng:129119	4D4MDG	Bonneygrove Junior School	Dark Lane, Cheshunt, Waltham Cross, Hertfordshire	EN7 5ED
school-eng:129121	5T8JHCC6	Bishops Wood Infant School	, 	
school-eng:129122	5T8JQF4Y	Bellgate Junior Mixed School	Fletcher Way, Higfield, Hemel Hempstead, 	HP2 5QR
school-eng:129123	5T8FR15X	Meriden Junior School	Harvest End, Garston, Watford, 	WD2 4TB
school-eng:129125	5T8JHCD0	Millwards Junior Mixed School	Woods Avenue, Hatfield, Hertfordshire	AL10 8NW
school-eng:129126	5T8JHCD2	The Downs Infant School	Woods Avenue, Hatfield, Hertfordshire	AL10 8NW
school-eng:129127	5T8JQF4Y	Bellgate Infant School	Fletcher Way, Higfield, Hemel Hempstead, 	HP2 5QR
school-eng:129128	5T8FR15X	Meriden Infant School	Harvest End, Garston, Watford, 	WD2 4TB
school-eng:129129	4D4MDG	Bonneygrove Infants' School	Dark Lane, Cheshunt, Waltham Cross, Hertfordshire	EN7 5ED
school-eng:129130	2X6MTFBZ	Wood End Junior Mixed School	Yeomans Avenue, Harpenden, Hertfordshire	AL5 3EF
school-eng:129131	2X6MXBPQ	Chalk Dell Infant School	Wilton Crescent, Hertford, 	SG13 8JR
school-eng:129132	9B09W62	Bengeo Infant School	The Avenue, Bengeo, Hertford, 	SG14 3DX
school-eng:129133	4D5TD3	Grangewood Infants' School	Blindmans Lane, Cheshunt, Waltham Cross, Hertfordshire	EN8 9DP
school-eng:129134	4D5MF5	Cranbourne Junior School	Bridleway North, Hoddesdon, Hertfordshire	EN11 9PP
school-eng:129136	4D5MF5	Cranbourne Infant School	Bridleway North, Hoddesdon, Hertfordshire	EN11 9PP
school-eng:129137	2X6MYGZE	Leavesden Green Infant School	High Road, Leavesden, Watford, 	WD2 7AU
school-eng:129138	2X6MTFBZ	Wood End Infant School	Yeomans Avenue, Harpenden, Hertfordshire	AL5 3EF
school-eng:129139	5T8FR3MT	Laurance Haines Infant School	, 	
school-eng:129140	2X6MV58T	Eastbrook Junior School	St Agnell's Lane, Grove Hill, Hemel Hempstead, Hertfordshire	HP2 7BG
school-eng:129141	4D59VX	Ley Park Junior School	Cozens Lane East, Broxbourne, Hertfordshire	EN10 6QA
school-eng:129142	2X6MV5B0	Eastbrook Infant and Nursery School	St Agnell's Lane, Grove Hill, Hemel Hempstead, Hertfordshire	HP2 7BG
school-eng:129143	2X6MX9R5	Wellfield Wood Junior School	Ripon Road, Stevenage, Hertfordshire	SG1 4QZ
school-eng:129144	2X6MV8D9	Grove Road Junior School	Grove Road, Tring, Hertfordshire	HP23 5PD
school-eng:129145	2X6MX9R5	Wellfield Wood Infant School	Ripon Road, Stevenage, Hertfordshire	SG1 4QZ
school-eng:129146	4D59VX	Ley Park Infant School	Cozens Lane East, Broxbourne, Hertfordshire	EN10 6QA
school-eng:129152	9B1RC7K	Hadham Hall School	, 	
school-eng:129156	5T8JHCG0	Hatfield School	, 	
school-eng:129159	5T8JAHHX	The Marshalwick School	The Ridgeway, St Albans, Hertfordshire	AL4 9NX
school-eng:129160	2X6MXKK5	The Willian School	Radburn Way, Letchworth, Hertfordshire	SG6 2JL
school-eng:129161	2X6MTAPX	Francis Bacon School	, 	
school-eng:129162	9A2N789	Halsey School	, 	
school-eng:129163	2X6MS6GV	The Mountbatten School	St Albans Road, Hemel Hempstead, Hertfordshire	HP2 4JR
school-eng:129164	2X6MTEGK	Wheathampstead School	Butterfield Road, Wheathampstead, St Albans, Hertfordshire	AL4 8PY
school-eng:129169	2X6MVBCY	Thomas Bourne CofE Middle School	, 	
school-eng:129170	9B1AJW2	Roasry Priory High School	, 	
school-eng:129171	2X6N02M5	Lyndale School	3-5 Hillside Road, St Albans, Hertfordshire	AL1 3QR
school-eng:129172	5T8JHE7M	Sherrardswood Junior School	, 	
school-eng:129173	9B1AJW2	Rosary Priory Preparatory School	, 	
school-eng:129174	2X6MDBK5	Pamela Gardens School	, 	
school-eng:129176	9AEAAJW	Marlin Montessori School	1 Park View Road, Berkhamsted, Hertfordshire	HP4 3EY
school-eng:129177	2X6N040E	Stanborough Secondary School	, 	
school-eng:129178	4D5TCX	Broxbournebury School	White Stubbs Lane, Broxbourne, Hertfordshire	EN10 7PY
school-eng:129180	5T8HFFQF	Elmfield School	Ambrose Lane, Harpenden, Hertfordshire	AL5 4DA
school-eng:129181	5T8FR6C5	Hangers Wood School	Gosforth Lane, South Oxhey, Watford, Hertfordshire	WD1 6RF
school-eng:129182	2X6MXMZX	Brandles School	Weston Way, Baldock, Hertfordshire	SG7 6EY
school-eng:129183	9C3QNZ4	Greenside School	Shephall Green, Stevenage, Hertfordshire	SG2 9XS
school-eng:129184	2X6MYN1B	Harperbury Hospital School	Harper Lane, Radlett, Hertfordshire	WD7 9HQ
school-eng:129185	2X6N0380	Springfield School	Leavesden Hospital, College Road, Abbots Langley, Hertfordshire	WD5 0NU
school-eng:129186	9C3QNZ4	Home Field School	Shephall Green, Stevenage, Hertfordshire	SG2 9XS
school-eng:130160	9B09V9Y	Summercroft Primary School	Parsonage Lane, Bishop's Stortford, Hertfordshire	CM23 5BJ
school-eng:130338	9B1AJM8	Norfolk Lodge School Ltd	Dancers Hill Road, Barnet, Hertfordshire	EN5 4RP
school-eng:130344	9APZQ0C	North Area Pupil Referral Unit	Briar Patch Lane, Letchworth Garden City, Hertfordshire	SG6 3LY
school-eng:130347	9APR8VN	Hertford, Ware and Bishop's Stortford Area Pupil Referral Unit	Longmore Educ'n Support Centre, Churchfields, Hertford, Hertfordshire	SG13 8AE
school-eng:130348	9B1AK5M	The Park Education Support Centre	High Street, Potters Bar, Hertfordshire	EN6 5AB
school-eng:130349	2X6MYG0S	South West Area Pupil Referral Unit	Chessbrook Centre, Tolpits Lane, Watford, Hertfordshire	WD18 6LJ
school-eng:130355	2X6MXNXN	Buntingford Area Pupil Referral Unit	Edwinstree School, Norfolk Road, Buntingford, Hertfordshire	SG9 9AW
school-eng:130356	5T8JAGKZ	The Links Education Support Centre	1 Hixberry Lane, St Albans, St Albans, Hertfordshire	AL4 0TZ
school-eng:130359	9C3QPE6	Stevenage Education Support Centre	Collenswood Road, Stevenage, Hertfordshire	SG2 9HQ
school-eng:130362	9CQJT5Q	Southfield School	Woods Avenue, Hatfield, Hertfordshire	AL10 8NN
school-eng:130363	5T8FR93G	Shepherd Montessori School	Penn Road, Mill End, Rickmansworth, Hertfordshire	WD3 8QN
school-eng:130720	5T8FR0G2	West Herts College	Watford Campus, Hempstead Road, Watford, Hertfordshire	WD17 3EZ
school-eng:130721	2X6MXKN8	North Hertfordshire College	The Town Hall,  Broadway, Letchworth, Hertfordshire	SG6 3PF
school-eng:130722	9B09WV0	Hertford Regional College	Scotts Road, Ware, Hertfordshire	SG12 9JF
school-eng:130723	5T8JASBR	Oaklands College	Smallford Campus, Hatfield Road, St Albans, Hertfordshire	AL4 0JA
school-eng:131060	2X6MXMZX	Brandles School	Weston Way, Baldock, Hertfordshire	SG7 6EY
school-eng:131100	2X6MV4HA	Dacorum Education Support Centre	30 Tenzing Road, Hemel Hempstead, Hertfordshire	HP2 4HS
school-eng:131188	2X6MV9XY	Bovingdon Primary School	High Street, Bovingdon, Hemel Hempstead, Hertfordshire	HP3 0HL
school-eng:131319	2X6MV5B0	Haywood Grove School	St Agnell's Lane, Hemel Hempstead, Hertfordshire	HP2 7BG
school-eng:131456	9B1AK53	Clore Shalom School	Hugo Gryn Way, Shenley, Radlett, Hertfordshire	WD7 9BL
school-eng:131503	2X6MX9RF	Larwood School	Webb Rise, Stevenage, Hertfordshire	SG1 5QU
school-eng:131505	9C3QPDF	Featherstone Wood Primary School	Featherston Road, Stevenage, Hertfordshire	SG2 9PP
school-eng:131651	9B1AHEF	Hertsmere Jewish Primary School	Po Box 203, Elstree, Borehamwood, Hertfordshire	WD6 3ZW
school-eng:131955	9B1AHEF	Hertsmere Jewish Primary School	Watling Street, Radlett, Hertfordshire	WD7 7LQ
school-eng:131971	9AE03ZP	Hertswood School	Cowley Hill, Borehamwood, Hertfordshire	WD6 5LG
school-eng:132015	9B09NGR	St Elizabeth's College (The Congregation of the Daughters of the Cross of the Liege)	Perry Green, Much Hadham, Hertfordshire	SG10 6EW
school-eng:132091	9C3QPF8	Lodge Farm Primary School	Mobbsbury Way, Chells, Stevenage, Hertfordshire	SG2 0HP
school-eng:132105	9AE9CV7	Birchwood Avenue Primary School	Birchwood Avenue, Hatfield, Hertfordshire	AL10 0PS
school-eng:132118	9AE03NR	Sunny Bank Primary School	Field View Road, Potters Bar, Hertfordshire	EN6 2NA
school-eng:133065	2X6MV8D9	Grove Road Infant School	Grove Road, Tring, Hertfordshire	HP23 5PD
school-eng:133134	5T8FNG55	South Lodge School	High Street, Baldock, Hertfordshire	SG7 6BX
school-eng:133263	9C3QNHH	Roebuck Primary School and Nursery	St Margarets, Stevenage, Hertfordshire	SG2 8RG
school-eng:133295	2X6MM9N0	Integrated Services Programme	Victoria House, 49 Vicarage Road, Watford, Hertfordshire	WD18 0DE
school-eng:133323	5T8GM5Z3	Oughton Primary and Nursery School	Mattocke Road, Hitchin, Hertfordshire	SG5 2NZ
school-eng:133488	9AE9CV8	Swallow Dell Primary and Nursery School	Blackthorn Road, Welwyn Garden City, Hertfordshire	AL7 3JP
school-eng:133738	9C3QPNH	Redemption Academy	P O Box 352, Stevenage, Hertfordshire	SG1 9AG
school-eng:133773	4D5FST	St Catherine's Hoddesdon CofE Primary School	Haslewood Avenue, Hoddesdon, Hertfordshire	EN11 8HT
school-eng:133783	2X6MTBJ3	University of Hertfordshire	Hatfield Campus, College Lane, Hatfield, Hertfordshire	AL10 9AB
school-eng:133917	4D5QVY	Littlebury Resource Centre	College Road, Cheshunt, Waltham Cross, Hertfordshire	EN8 9NQ
school-eng:133975	2X6MTDDH	Muriel Green Nursery School	Church Crescent, St Albans, Hertfordshire	AL3 5JB
school-eng:134087	2X6MT9QA	St Albans Independent College	69 London Road, St Albans, Hertfordshire	AL1 1LN
school-eng:134197	4D4PHY	Flamstead End Primary and Nursery School	Longfield Lane, Cheshunt, Waltham Cross, Hertfordshire	EN7 6AG
school-eng:134488	4D5QVY	Littlebury Resource Centre	College Road, Cheshunt, Hertfordshire	EN8 9NQ
school-eng:134682	2X6MTKCB	Windhill School	Windhill, Bishop's Stortford, Hertfordshire	CM23 2NE
school-eng:134684	9A95Y4M	Berrygrove Primary and Nursery School	Fourth Road, Watford, Hertfordshire	WD25 9RH
school-eng:134685	2X6MYGZD	Alban Wood Primary School and Nursery	The Brow, Watford, Hertfordshire	WD25 7NX
school-eng:134716	2X6MTBF0	De Havilland Primary School	Travellers Lane, Hatfield, Hertfordshire	AL10 8TQ
school-eng:134786	9A2N6TH	Village Montessori	Whitehouse Farm, Gaddesden Row, Hertford, Hertfordshire	HP2 6HG
school-eng:134933	2X6N040E	International Stanborough School	Stanborough Park, Watford, Hertfordshire	WD25 9JT
school-eng:134985	9AE03VX	Yavneh College	Hillside Avenue, Borehamwood, Hertfordshire	WD6 1HL
school-eng:135083	5T8FDGYV	Longmeadow Primary School	Oaks Cross, Broadwater, Stevenage, Hertfordshire	SG2 8LT
school-eng:135084	9C3QNZ0	Shephalbury Park Primary School	Burydale, Broadwater, Stevenage, Hertfordshire	SG2 8AX
school-eng:135221	2X6MV58T	Maple Grove Primary School	St Agnell's Lane, Grove Hill, Hemel Hempstead, Hertfordshire	HP2 7BG
school-eng:135222	5T8JQF4Y	Yewtree Primary School	Fletcher Way, Hemel Hempstead, Hertfordshire	HP2 5QR
school-eng:135223	2X6MTBEZ	Oak View Primary and Nursery School	Woods Avenue, Hatfield, Hertfordshire	AL10 8NW
school-eng:135224	2X6MTSE6	Galley Hill Primary School and Nursery	Galley Hill, Hemel Hempstead, Hertfordshire	HP1 3JY
school-eng:135339	5T8JQEN7	Broadfield Primary School	Windmill Road, Hemel Hempstead, Hertfordshire	HP2 4BX
school-eng:135402	5T8FDDY5	Education and Youth Services (Herts)	38 Park Place, Stevenage, Hertfordshire	SG1 1DP
school-eng:135528	5T8JAQST	Killigrew Primary and Nursery School	West Avenue, St Albans, Hertfordshire	AL2 3HD
school-eng:135560	9AQK0HS	Worldshapers Academy	Woodhall Farm Community Centre, Datchet Close, Hemel Hempstead, Hertfordshire	HP2 7JX
school-eng:135596	5T8FR15Q	Stanborough Primary School	Appletree Walk, Watford, Hertfordshire	WD25 0DQ
school-eng:135876	9AQ026H	Francis Combe Academy	Horseshoe Lane, Garston, Watford, Hertfordshire	WD25 7HW
school-eng:135890	4D5GPC	Rivers Education Support Centre	Old Essex Road, Hoddesdon, Hertfordshire	EN11 0AA
school-eng:135938	9B1AJXE	The Bushey Academy	London Road, Bushey, Hertfordshire	WD23 3AA
school-eng:136024	4D609B	Churchfield CofE VA Primary	Cheshunt Wash, Cheshunt, Waltham Cross, Hertfordshire	EN8 0LU
school-eng:136247	9A2N551	Roman Fields	11 Box Lane, Hemel Hempstead, Hertfordshire	HP3 0DF
school-eng:136276	5T8FR167	Watford Grammar School for Boys	Rickmansworth Road, Watford, Hertfordshire	WD18 7JF
school-eng:136289	5T8FR333	Watford Grammar School for Girls	Lady's Close, Watford, Hertfordshire	WD18 0AE
school-eng:136396	4D59W3	The Broxbourne School	High Road, Broxbourne, Hertfordshire	EN10 7DD
school-eng:136482	9B09QK4	Hockerill Anglo-European College	Dunmow Road, Bishop's Stortford, Hertfordshire	CM23 5HX
school-eng:136554	9B1AJKN	Dame Alice Owen's School	Dugdale Hill Lane, Potters Bar, Hertfordshire	EN6 2DU
school-eng:136606	2X6MYHSM	Rickmansworth School	Scots Hill, Rickmansworth, Hertfordshire	WD3 3AQ
school-eng:136607	4D5J74	The John Warner School	Stanstead Road, Hoddesdon, Hertfordshire	EN11 0QF
school-eng:136608	2X6MXN06	The Knights Templar School	Park Street, Baldock, Hertfordshire	SG7 6DZ
school-eng:136609	5T8JAHHX	Sandringham School	The Ridgeway, St Albans, Hertfordshire	AL4 9NX
school-eng:136857	2X6MV9XY	Bovingdon Primary Academy	High Street, Bovingdon, Hemel Hempstead, Hertfordshire	HP3 0HL
school-eng:136877	9AE04NH	Queens' School	Aldenham Road, Bushey, Hertfordshire	WD23 2TY
school-eng:136899	2X6MYGZH	Parmiter's School	High Elms Lane, Garston, Watford, Hertfordshire	WD25 0UU
school-eng:136901	2X6MYJWD	St Clement Danes School	Chenies Road, Chorleywood, Rickmansworth, Hertfordshire	WD3 6EW
school-eng:136922	9AE03VX	Yavneh College	Hillside Avenue, Borehamwood, Hertfordshire	WD6 1HL
school-eng:136973	2X6MTFB6	Roundwood Park School	Roundwood Park, Harpenden, Hertfordshire	AL5 3AE
school-eng:137002	2X6MXP1R	Freman College	Bowling Green Lane, Buntingford, Hertfordshire	SG9 9BT
school-eng:137038	5T8FVP7Q	Verulam School	Brampton Road, St Albans, Hertfordshire	AL1 4PR
school-eng:137090	2X6MXAD9	The Chauncy School	Park Road, Ware, Hertfordshire	SG12 0DP
school-eng:137110	2X6MV9YH	Longdean School	Rumballs Road, Bennetts End, Hemel Hempstead, Hertfordshire	HP3 8JB
school-eng:137156	2X6MTJCP	Leventhorpe	Cambridge Road, Sawbridgeworth, Hertfordshire	CM21 9BY
school-eng:137224	9AE051S	Mount Grace School	Church Road, Potters Bar, Hertfordshire	EN6 1EZ
school-eng:137238	5T8JQEQF	Hammond Academy	Cambrian Way, Hemel Hempstead, Hertfordshire	HP2 5TD
school-eng:137270	2X6MTFDH	Sir John Lawes School	Manland Way, Harpenden, Hertfordshire	AL5 4QP
school-eng:137288	2X6MXHBD	Hitchin Girls' School	Highbury Road, Hitchin, Hertfordshire	SG4 9RS
school-eng:137339	2X6MTDMM	St Albans Girls' School	Sandridgebury Lane, St Albans, Hertfordshire	AL3 6DB
school-eng:137351	9B09V9Y	Summercroft Primary School	Plaw Hatch Close, Bishop's Stortford, Hertfordshire	CM23 5BJ
school-eng:137532	4D4ME9	Goffs School	Goffs Lane, Cheshunt, Waltham Cross, Hertfordshire	EN7 5QW
school-eng:137637	9B09QS4	Birchwood High School	Parsonage Lane, Bishop's Stortford, Hertfordshire	CM23 5BD
school-eng:137656	2X6MXNC2	Meridian School	Garden Walk, Royston, Hertfordshire	SG8 7JH
school-eng:137657	2X6MXNAP	Roysia Middle School	Burns Road, Royston, Hertfordshire	SG8 5EQ
school-eng:137658	2X6MXNC1	The Greneway School	Garden Walk, Royston, Hertfordshire	SG8 7JF
school-eng:137757	2X6MTBBS	Bishop's Hatfield Girls' School	Woods Avenue, Hatfield, Hertfordshire	AL10 8NL
school-eng:137792	2X6MTBBK	Onslow St Audrey's School	Old Rectory Drive, Hatfield, Hertfordshire	AL10 8AB
school-eng:137847	2X6MTHCA	Stanborough School	Lemsford Lane, Welwyn Garden City, Hertfordshire	AL8 6YR
school-eng:137861	9B1AJVM	Little Reddings Primary School	Harcourt Road, Bushey, Hertfordshire	WD23 3PR
school-eng:137872	9B1AK1T	Bushey Meads School	Coldharbour Lane, Bushey, Hertfordshire	WD23 4PA
school-eng:137895	9C3QMQ7	The John Henry Newman Catholic School	Hitchin Road, Stevenage, Hertfordshire	SG1 4AE
school-eng:137914	2X6MSZSZ	Saint Joan of Arc Catholic School	High Street, Rickmansworth, Hertfordshire	WD3 1HG
school-eng:137922	5T8FR6GF	Saint Michael's Catholic High School	High Elms Lane, Garston, Watford, Hertfordshire	WD25 0SS
school-eng:137938	2X6MTE5Y	Nicholas Breakspear Catholic School	Colney Heath Lane, St Albans, Hertfordshire	AL4 0TT
school-eng:137943	2X6MTHMA	Applecroft School	Applecroft Road, Welwyn Garden City, Hertfordshire	AL8 6JZ
school-eng:137985	2X6MXAZE	Presdales School	Hoe Lane, Ware, Hertfordshire	SG12 9NX
school-eng:137997	2X6MXKK6	Woolgrove School, Special Needs Academy	Pryor Way, Letchworth Garden City, Hertfordshire	SG6 2PT
school-eng:138042	2X6MT9S6	The Marlborough Science Academy	Watling Street, St Albans, Hertfordshire	AL1 2QA
school-eng:138106	2X6MTA14	Loreto College	Hatfield Road, St Albans, Hertfordshire	AL1 3RQ
school-eng:138201	5T8JHC00	Hatfield Community Free School	Briars Lane, Hatfield, Hertfordshire	AL10 8ES
school-eng:138205	5T8JAG03	Fleetville Junior School	228 Hatfield Road, St Albans, Hertfordshire	AL1 4LW
school-eng:138206	2X6MTAHR	Fleetville Infant and Nursery School	Royal Road, St Albans, Hertfordshire	AL1 4LX
school-eng:138215	9B1AJKR	The Wroxham School	Wroxham Gardens, Potters Bar, Hertfordshire	EN6 3DJ
school-eng:138225	9C3QSD8	The Da Vinci Studio School of Science and Engineering	Monkswood Way, Stevenage, Hertfordshire	SG1 1LA
school-eng:138231	5T8GN26J	Alban City School	7 Hatfield Road, St Albans, Hertfordshire	AL1 3RR
school-eng:138286	2X6MTE5Z	Beaumont School	Oakwood Drive, St Albans, Hertfordshire	AL4 0XB
school-eng:138288	5T8FR6JX	St Catherine of Siena Catholic Primary School	Horseshoe Lane, Garston, Watford, Hertfordshire	WD25 7HP
school-eng:138292	2X6MXNF8	St Mary Roman Catholic Primary School	Melbourn Road, Royston, Hertfordshire	SG8 7DB
school-eng:138316	9C3H55Z	St John Roman Catholic Primary School	Providence Way, Baldock, Hertfordshire	SG7 6TT
school-eng:138322	9C3H984	Our Lady Catholic Primary School	Old Hale Way, Hitchin, Hertfordshire	SG5 1XT
